id;year;race_name;lap_length_km;NumberOfCorners;DownforceLevel;BrakingZonesCount;OvertakingDifficulty;PitLaneTimeLoss;TrackSurfaceGrip;driver;team;avg-lap-time-race-km;best-lap-time-race-km;top_speed_kph;points;win;AvgAirTemp_C;AvgWindSpeed_kmh;AvgHumidity_%;TotalRainfall_mm;TrackCondition
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;NOR;McLaren;12,95620438;12,6004074;337;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;BOR;Kick Sauber;13,58139535;12,8015617;344;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;HAD;Racing Bulls;13,5836021;12,95060261;340;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;GAS;Alpine;13,5815651;12,73009676;342;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;ANT;Mercedes;13,37073502;12,63877101;332;15;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;ALO;Aston Martin;13,39483959;12,73535902;334;6;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;LEC;Ferrari;13,37667629;12,60583942;335;10;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;STR;Aston Martin;13,58428111;12,71464947;340;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;TSU;Racing Bulls;13,57545408;12,79205568;341;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;ALB;Williams;13,29621456;12,93447632;339;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;HUL;Kick Sauber;13,40553387;12,79443218;341;4;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;LAW;Red Bull Racing;13,31183161;12,95535563;339;0;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;OCO;Haas F1 Team;13,56560856;12,66219657;335;2;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;HAM;Ferrari;13,39433033;12,69818367;335;8;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;SAI;Williams;13,56662706;12,62756748;332;1;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;RUS;Mercedes;13,36835851;12,58173485;326;25;1;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;PIA;McLaren;13,37345103;12,60482091;336;12;0;24.0;1.0;28.0;1;Wet
34;2025;Canadian Grand Prix;5,891;16;Medium;8;Medium;22.0;Medium;BEA;Haas F1 Team;13,57121032;12,79867595;341;0;0;24.0;1.0;28.0;1;Wet
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;VER;Red Bull Racing;1894,467601;1894,467601;0;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;BOR;Kick Sauber;13,81072376;13,11993179;321;4;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;HAD;Racing Bulls;13,88215233;13,30125047;315;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;GAS;Alpine;13,89617279;13,29120879;315;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;ANT;Mercedes;1894,467601;1894,467601;0;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;ALO;Aston Martin;13,8093975;13,2502842;315;6;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;STR;Aston Martin;13,90015157;13,11367942;316;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;TSU;Racing Bulls;14,01667298;13,22508526;318;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;ALB;Williams;15,16009852;13,38404699;310;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;HUL;Kick Sauber;13,82663888;13,16009852;320;2;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;LAW;Red Bull Racing;13,79158772;13,25824176;309;8;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;OCO;Haas F1 Team;13,83289125;13,1773399;320;1;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;HAM;Ferrari;13,68681319;13,00265252;310;12;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;SAI;Williams;1894,467601;1894,467601;0;0;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;RUS;Mercedes;13,77718833;13,14361501;320;10;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;PIA;McLaren;13,61557408;12,86926866;321;18;0;30.3;1.6;32.0;0;Dry
35;2025;Austrian Grand Prix;5,278;16;Medium;8;Medium;22.0;Medium;BEA;Haas F1 Team;13,87362637;13,25502084;315;0;0;30.3;1.6;32.0;0;Dry
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;VER;Red Bull Racing;18,09319301;15,30792735;330;10;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;NOR;McLaren;17,91699202;15,23238839;313;25;1;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;BOR;Kick Sauber;23,14853166;22,95060261;267;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;HAD;Racing Bulls;20,71498897;17,26447123;314;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;GAS;Alpine;18,34221694;15,40502461;334;8;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;ANT;Mercedes;20,38550331;16,86233237;309;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;ALO;Aston Martin;18,37905279;15,33746393;335;2;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;LEC;Ferrari;18,47054829;15,41656765;330;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;STR;Aston Martin;18,16805296;15,63198099;315;6;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;ALB;Williams;18,38363605;15,28552029;332;4;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;LAW;Red Bull Racing;1697,334918;1697,334918;0;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;OCO;Haas F1 Team;18,38584281;15,4163979;334;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;HAM;Ferrari;18,27329825;15,28025802;323;12;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;SAI;Williams;18,42946868;15,38703106;324;0;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;RUS;Mercedes;18,39110508;15,42505517;330;1;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;PIA;McLaren;17,88168392;15,16499745;318;18;0;17.9;1.5;78.4;28;Wet
36;2025;British Grand Prix;5,891;16;Medium-High;8;Medium;22.0;High;BEA;Haas F1 Team;18,4372772;15,43388219;344;0;0;17.9;1.5;78.4;28;Wet
